2026-03-21 00:39:34.382 | INFO     | __main__:<module>:60 - Using seed = 42, device = cuda:3 and output dir = runs/cifar10/v10/
2026-03-21 00:39:34.382 | INFO     | __main__:<module>:64 - Saving the config json at path = runs/cifar10/v10/run_config.json
2026-03-21 00:39:35.614 | INFO     | __main__:<module>:73 - length of the dataset = 50000
2026-03-21 00:39:37.163 | INFO     | __main__:<module>:79 - Computing betas, alphas with timesteps = 1000
2026-03-21 00:39:37.560 | INFO     | __main__:<module>:89 - Using variance type = fixed_small for sampling
2026-03-21 00:39:37.983 | INFO     | __main__:<module>:111 - Initializing the model
2026-03-21 00:39:38.604 | INFO     | __main__:<module>:129 - Initializaing EMA with decay = 0.999
2026-03-21 00:39:38.620 | INFO     | __main__:<module>:136 - Enabling gradient clipping with norm = 1.0
2026-03-21 00:39:38.620 | INFO     | __main__:<module>:140 - Initializing the Adam optimizer with learning rate = 8e-05
2026-03-21 00:39:39.391 | INFO     | __main__:<module>:160 - Running for epochs = 2000
2026-03-21 00:39:39.392 | INFO     | __main__:<module>:162 - Epoch = 1 / 2000
2026-03-21 00:42:55.018 | INFO     | __main__:<module>:225 - Training time taken = 195.63 seconds, Evaluation time taken = nan seconds, loss = 0.73316, fid = None
2026-03-21 00:42:55.019 | INFO     | __main__:<module>:162 - Epoch = 2 / 2000
2026-03-21 00:46:09.536 | INFO     | __main__:<module>:225 - Training time taken = 194.52 seconds, Evaluation time taken = nan seconds, loss = 0.35007, fid = None
2026-03-21 00:46:09.537 | INFO     | __main__:<module>:162 - Epoch = 3 / 2000
2026-03-21 00:49:23.918 | INFO     | __main__:<module>:225 - Training time taken = 194.38 seconds, Evaluation time taken = nan seconds, loss = 0.07483, fid = None
2026-03-21 00:49:23.918 | INFO     | __main__:<module>:162 - Epoch = 4 / 2000
2026-03-21 00:52:38.661 | INFO     | __main__:<module>:225 - Training time taken = 194.74 seconds, Evaluation time taken = nan seconds, loss = 0.05218, fid = None
2026-03-21 00:52:38.662 | INFO     | __main__:<module>:162 - Epoch = 5 / 2000
2026-03-21 00:55:53.916 | INFO     | __main__:<module>:225 - Training time taken = 195.25 seconds, Evaluation time taken = nan seconds, loss = 0.04916, fid = None
2026-03-21 00:55:53.916 | INFO     | __main__:<module>:162 - Epoch = 6 / 2000
2026-03-21 00:59:08.414 | INFO     | __main__:<module>:225 - Training time taken = 194.5 seconds, Evaluation time taken = nan seconds, loss = 0.04626, fid = None
2026-03-21 00:59:08.414 | INFO     | __main__:<module>:162 - Epoch = 7 / 2000
2026-03-21 01:02:23.414 | INFO     | __main__:<module>:225 - Training time taken = 195.0 seconds, Evaluation time taken = nan seconds, loss = 0.04569, fid = None
2026-03-21 01:02:23.414 | INFO     | __main__:<module>:162 - Epoch = 8 / 2000
2026-03-21 01:05:38.718 | INFO     | __main__:<module>:225 - Training time taken = 195.3 seconds, Evaluation time taken = nan seconds, loss = 0.04392, fid = None
2026-03-21 01:05:38.718 | INFO     | __main__:<module>:162 - Epoch = 9 / 2000
2026-03-21 01:08:53.552 | INFO     | __main__:<module>:225 - Training time taken = 194.83 seconds, Evaluation time taken = nan seconds, loss = 0.04299, fid = None
2026-03-21 01:08:53.552 | INFO     | __main__:<module>:162 - Epoch = 10 / 2000
2026-03-21 01:12:08.161 | INFO     | __main__:<module>:225 - Training time taken = 194.61 seconds, Evaluation time taken = nan seconds, loss = 0.04331, fid = None
2026-03-21 01:12:08.161 | INFO     | __main__:<module>:162 - Epoch = 11 / 2000
2026-03-21 01:15:23.301 | INFO     | __main__:<module>:225 - Training time taken = 195.14 seconds, Evaluation time taken = nan seconds, loss = 0.04166, fid = None
2026-03-21 01:15:23.302 | INFO     | __main__:<module>:162 - Epoch = 12 / 2000
2026-03-21 01:18:38.496 | INFO     | __main__:<module>:225 - Training time taken = 195.19 seconds, Evaluation time taken = nan seconds, loss = 0.04104, fid = None
2026-03-21 01:18:38.496 | INFO     | __main__:<module>:162 - Epoch = 13 / 2000
2026-03-21 01:21:53.750 | INFO     | __main__:<module>:225 - Training time taken = 195.25 seconds, Evaluation time taken = nan seconds, loss = 0.04063, fid = None
2026-03-21 01:21:53.751 | INFO     | __main__:<module>:162 - Epoch = 14 / 2000
2026-03-21 01:25:09.283 | INFO     | __main__:<module>:225 - Training time taken = 195.53 seconds, Evaluation time taken = nan seconds, loss = 0.03946, fid = None
2026-03-21 01:25:09.283 | INFO     | __main__:<module>:162 - Epoch = 15 / 2000
2026-03-21 01:28:24.423 | INFO     | __main__:<module>:225 - Training time taken = 195.14 seconds, Evaluation time taken = nan seconds, loss = 0.03902, fid = None
2026-03-21 01:28:24.423 | INFO     | __main__:<module>:162 - Epoch = 16 / 2000
2026-03-21 01:31:39.950 | INFO     | __main__:<module>:225 - Training time taken = 195.53 seconds, Evaluation time taken = nan seconds, loss = 0.03884, fid = None
2026-03-21 01:31:39.950 | INFO     | __main__:<module>:162 - Epoch = 17 / 2000
2026-03-21 01:34:55.068 | INFO     | __main__:<module>:225 - Training time taken = 195.12 seconds, Evaluation time taken = nan seconds, loss = 0.0388, fid = None
2026-03-21 01:34:55.069 | INFO     | __main__:<module>:162 - Epoch = 18 / 2000
2026-03-21 01:38:10.376 | INFO     | __main__:<module>:225 - Training time taken = 195.31 seconds, Evaluation time taken = nan seconds, loss = 0.03866, fid = None
2026-03-21 01:38:10.376 | INFO     | __main__:<module>:162 - Epoch = 19 / 2000
2026-03-21 01:41:25.186 | INFO     | __main__:<module>:225 - Training time taken = 194.81 seconds, Evaluation time taken = nan seconds, loss = 0.03821, fid = None
2026-03-21 01:41:25.186 | INFO     | __main__:<module>:162 - Epoch = 20 / 2000
2026-03-21 01:44:40.550 | INFO     | __main__:<module>:225 - Training time taken = 195.36 seconds, Evaluation time taken = nan seconds, loss = 0.03772, fid = None
2026-03-21 01:44:40.550 | INFO     | __main__:<module>:162 - Epoch = 21 / 2000
2026-03-21 01:47:55.825 | INFO     | __main__:<module>:225 - Training time taken = 195.27 seconds, Evaluation time taken = nan seconds, loss = 0.03729, fid = None
2026-03-21 01:47:55.826 | INFO     | __main__:<module>:162 - Epoch = 22 / 2000
2026-03-21 01:51:11.742 | INFO     | __main__:<module>:225 - Training time taken = 195.91 seconds, Evaluation time taken = nan seconds, loss = 0.03704, fid = None
2026-03-21 01:51:11.742 | INFO     | __main__:<module>:162 - Epoch = 23 / 2000
2026-03-21 01:54:26.924 | INFO     | __main__:<module>:225 - Training time taken = 195.18 seconds, Evaluation time taken = nan seconds, loss = 0.03642, fid = None
2026-03-21 01:54:26.924 | INFO     | __main__:<module>:162 - Epoch = 24 / 2000
2026-03-21 01:57:42.214 | INFO     | __main__:<module>:225 - Training time taken = 195.29 seconds, Evaluation time taken = nan seconds, loss = 0.03679, fid = None
2026-03-21 01:57:42.215 | INFO     | __main__:<module>:162 - Epoch = 25 / 2000
2026-03-21 02:00:57.905 | INFO     | __main__:<module>:225 - Training time taken = 195.69 seconds, Evaluation time taken = nan seconds, loss = 0.03617, fid = None
2026-03-21 02:00:57.905 | INFO     | __main__:<module>:162 - Epoch = 26 / 2000
2026-03-21 02:04:13.013 | INFO     | __main__:<module>:225 - Training time taken = 195.11 seconds, Evaluation time taken = nan seconds, loss = 0.03622, fid = None
2026-03-21 02:04:13.013 | INFO     | __main__:<module>:162 - Epoch = 27 / 2000
2026-03-21 02:07:28.416 | INFO     | __main__:<module>:225 - Training time taken = 195.4 seconds, Evaluation time taken = nan seconds, loss = 0.036, fid = None
2026-03-21 02:07:28.417 | INFO     | __main__:<module>:162 - Epoch = 28 / 2000
2026-03-21 02:10:44.164 | INFO     | __main__:<module>:225 - Training time taken = 195.75 seconds, Evaluation time taken = nan seconds, loss = 0.03617, fid = None
2026-03-21 02:10:44.165 | INFO     | __main__:<module>:162 - Epoch = 29 / 2000
2026-03-21 02:13:59.166 | INFO     | __main__:<module>:225 - Training time taken = 195.0 seconds, Evaluation time taken = nan seconds, loss = 0.03553, fid = None
2026-03-21 02:13:59.167 | INFO     | __main__:<module>:162 - Epoch = 30 / 2000
2026-03-21 02:17:14.316 | INFO     | __main__:<module>:225 - Training time taken = 195.15 seconds, Evaluation time taken = nan seconds, loss = 0.03528, fid = None
2026-03-21 02:17:14.316 | INFO     | __main__:<module>:162 - Epoch = 31 / 2000
2026-03-21 02:20:29.863 | INFO     | __main__:<module>:225 - Training time taken = 195.55 seconds, Evaluation time taken = nan seconds, loss = 0.03571, fid = None
2026-03-21 02:20:29.864 | INFO     | __main__:<module>:162 - Epoch = 32 / 2000
2026-03-21 02:23:44.968 | INFO     | __main__:<module>:225 - Training time taken = 195.1 seconds, Evaluation time taken = nan seconds, loss = 0.03478, fid = None
2026-03-21 02:23:44.968 | INFO     | __main__:<module>:162 - Epoch = 33 / 2000
2026-03-21 02:27:00.250 | INFO     | __main__:<module>:225 - Training time taken = 195.28 seconds, Evaluation time taken = nan seconds, loss = 0.03556, fid = None
2026-03-21 02:27:00.250 | INFO     | __main__:<module>:162 - Epoch = 34 / 2000
2026-03-21 02:30:14.953 | INFO     | __main__:<module>:225 - Training time taken = 194.7 seconds, Evaluation time taken = nan seconds, loss = 0.03561, fid = None
2026-03-21 02:30:14.953 | INFO     | __main__:<module>:162 - Epoch = 35 / 2000
